titulo,url,preco,tipo,bairro,cidade,estado,cep,quartos,banheiros,garagens,area_m2,descricao,imagens
EXCELENTE APARTAMENTO ALTO PADÃO A VENDA NO BAIRRO DO MIRAMAR EM JOÃO PESSOA - PB,https://pb.olx.com.br/paraiba/imoveis/excelente-apartamento-alto-padao-a-venda-no-bairro-do-miramar-em-joao-pessoa-pb-1485431146,600000.0,Apartamento,,João Pessoa,PB,58043-330,1.0,1.0,1.0,,"Código do anúncio: 33849 EXCELENTE APARTAMENTO ALTO PADRÃO PARA VENDA NO BAIRRO DO MIRAMAR EM JOÃO PESSOA - PB.   - VALOR: 600 MIL - (andar 21) - 45m - 01 Banheiro reversível - 01 quarto - 01 escritório - 01 vaga coberta fácil e ao lado do elevador - Posição nascente   As informações e condições deste imóvel, estão sujeitos as alterações sem aviso prévio. Ligue agora e garanta:  ou  Cap: sueli barreto PS Imóveis | CRECI 799-J  Código do Anúncio: 5296_33849",https://img.olx.com.br/images/24/245660503052922.jpg | https://img.olx.com.br/images/30/300672741410928.jpg | https://img.olx.com.br/images/92/927634748674608.jpg | https://img.olx.com.br/images/28/287662146472310.jpg | https://img.olx.com.br/images/96/965610023474629.jpg | https://img.olx.com.br/images/63/631692380164413.jpg | https://img.olx.com.br/images/27/273624268391074.jpg | https://img.olx.com.br/images/32/324634388515098.jpg | https://img.olx.com.br/images/90/903609864580152.jpg | https://img.olx.com.br/images/18/181602628797938.jpg | https://img.olx.com.br/images/70/707673861800758.jpg
CASA LOCAÇÃO ANUAL CONDOMINIO BANANEIRAS-PB,https://pb.olx.com.br/paraiba/imoveis/casa-locacao-anual-condominio-bananeiras-pb-1485431097,3800.0,Casa,Bananeiras13 de mar,07:13,,,,,,3140.0,,
Apartamento de Alto Padrão à venda em Camboinha,https://pb.olx.com.br/paraiba/imoveis/apartamento-de-alto-padrao-a-venda-em-camboinha-1485431112,2666000.0,Apartamento,,Cabedelo,PB,58101-385,3.0,,,100.0,"Código do anúncio: 34554 Apartamento à Beira-Mar Camboinha 3   *100 m² *3 quartos (sendo 1 suíte) + DCE *Sala ampla para 3 ambientes *Cozinha + área de serviço *Banheiro social   Área comum: *Piscina *Salão de festas na cobertura com vista privilegiada   *Valor: R$ 2.666.000,00   As informações e condições deste imóvel, estão sujeitos as alterações sem aviso prévio. Ligue agora e garanta:  ou .   CAP: Pedro Soares PS Imóveis | CRECI 799-J  Código do Anúncio: 5296_34554",https://img.olx.com.br/images/75/755675626768310.jpg | https://img.olx.com.br/images/19/193648626775162.jpg | https://img.olx.com.br/images/16/167679869148987.jpg | https://img.olx.com.br/images/82/824651144362668.jpg | https://img.olx.com.br/images/81/811669145574522.jpg | https://img.olx.com.br/images/24/242622623309794.jpg | https://img.olx.com.br/images/27/277689262071157.jpg | https://img.olx.com.br/images/21/219674624916535.jpg | https://img.olx.com.br/images/65/654660142238283.jpg | https://img.olx.com.br/images/99/994631261271896.jpg | https://img.olx.com.br/images/88/882694860332482.jpg | https://img.olx.com.br/images/26/264698749512974.jpg | https://img.olx.com.br/images/93/936617267519888.jpg | https://img.olx.com.br/images/83/830628143013205.jpg | https://img.olx.com.br/images/66/668640744879034.jpg | https://img.olx.com.br/images/22/222651748582743.jpg | https://img.olx.com.br/images/92/929660869132030.jpg | https://img.olx.com.br/images/14/141633628742799.jpg | https://img.olx.com.br/images/11/110659389325474.jpg | https://img.olx.com.br/images/94/946693268184805.jpg
APARTAMENTO A VENDA 2 QUARTOS OPORTUNIDADE SONHOS DA SERRA BANANEIRAS-PB,https://pb.olx.com.br/paraiba/imoveis/apartamento-a-venda-2-quartos-oportunidade-sonhos-da-serra-bananeiras-pb-1485431114,390000.0,Apartamento,,Bananeiras,PB,58220-000,2.0,1.0,,62.0,"Código do anúncio: 33972 APARTAMENTO A VENDA CONDOMINIO SONHOS DA SERRA BANANEIRAS-PB   SALA COM VARANDA VISTA DEFINITIVA FECHADA COM VIDROS 2 QUARTOS 1 WC SOCIAL COZINHA AMERICA COMPLETA MEDIDA 62M² PORTEIRA FECHADA VALOR R$390.000,00   INFORMAÇÕES CIDA ARAUJO CORRETORA CRECI-9436 / PS IMOVEIS BANANEIRAS / CAPTAÇÃO  Código do Anúncio: 5296_33972 Este imóvel tem as seguintes características:  Lazer: Academia, Campo de Futebol, Churrasqueira, Espaço Kids, Piscina, Piscina Aquecida, Piscina Infantil, Quadra Esportiva, Salão de Festas, Salão de Jogos, Sauna Serviços Próximos: Academias de ginástica, Açougue, Avenida, Banca de revistas  , Banco, Bistrô com adega, Cinemas, Cursinho, Escola 1º Grau, Escola 2º Grau, Faculdade, Farmácia, Feiras, Hospital, Igreja Católica , Igreja Evangélica, Locadora, Lojas, Mercado, Mini Campo, Panificadora, Pizzaria, Ponto de circular, Posto de Gasolina, Praça/Parque, Restaurante, Sacolão, Sorveteria Básico: Acesso a Deficientes, Água, Energia, Esgoto, Pavimentação Estrutura: Cozinha, Cozinha Americana, Cozinha Planejada, Entrada de Serviço, Lavanderia, Portaria 24h Destaques: Decorado Acabamento: Piso Frio",https://img.olx.com.br/images/21/216631144756667.jpg | https://img.olx.com.br/images/62/626654141797239.jpg | https://img.olx.com.br/images/18/184601506036028.jpg | https://img.olx.com.br/images/84/847626740418612.jpg | https://img.olx.com.br/images/79/797605143938726.jpg | https://img.olx.com.br/images/17/172648382593372.jpg | https://img.olx.com.br/images/25/254609141503747.jpg | https://img.olx.com.br/images/69/699638622943919.jpg | https://img.olx.com.br/images/75/759664628888996.jpg | https://img.olx.com.br/images/13/136663623571691.jpg | https://img.olx.com.br/images/87/874655507736053.jpg | https://img.olx.com.br/images/90/904650149314186.jpg | https://img.olx.com.br/images/35/355626024888641.jpg
"Apartamento com 4 quartos, Altiplano Cabo Branco - João Pessoa",https://pb.olx.com.br/paraiba/imoveis/apartamento-com-4-quartos-altiplano-cabo-branco-joao-pessoa-1485431101,20000.0,Apartamento,"João Pessoa, Altiplano Cabo Branco13 de mar, 07:13",,,,4.0,,,4340.0,,
OPORTUNIDADE - APARTAMENTO A VENDA NO CARIBESSA EM JOÃO PESSOA - PB.,https://pb.olx.com.br/paraiba/imoveis/oportunidade-apartamento-a-venda-no-caribessa-em-joao-pessoa-pb-1485431120,550000.0,Apartamento,,João Pessoa,PB,58035-070,2.0,,1.0,53.5,"Código do anúncio: 33773 OPORTUNIDADE - APARTAMENTO A VENDA NO CARIBESSA EM JOÃO PESSOA - PB.   - A 30 metros da praia - 53,50m²  - 02 quartos, sendo 1 suíte, - Sala, cozinha, WC social, varanda, - Área tecnica (condensadores dos ares condicionados e máquina de lavar roupas), e 01 vaga de garagem privativa. - O prédio é composto por área de lazer: cobertura com vista definitiva para o mar, com piscina e area goumet, lavanderia coletiva com máquinas de lavar e secar roupas, portaria e usina de energia solar para as áreas comuns.  - Prédio entregue em 2024. / Apartamentos novos.  - Posição nascente com vista para o mar. - PREÇO: A partir de R$ 550.000 (R$ 10 280,00 m²) - Valor do condominio R$ 365,00 incluindo gás.     As informações e condições deste imóvel, estão sujeitos as alterações sem aviso prévio. Ligue agora e garanta:  ou  Cap: Pedro Soares PS Imóveis | CRECI 799-J  Código do Anúncio: 5296_33773",https://img.olx.com.br/images/32/323654509508179.jpg | https://img.olx.com.br/images/98/983637385124688.jpg | https://img.olx.com.br/images/94/949622624300826.jpg | https://img.olx.com.br/images/88/884672628954900.jpg | https://img.olx.com.br/images/20/204689507054103.jpg | https://img.olx.com.br/images/95/958648624570712.jpg | https://img.olx.com.br/images/25/257674623077554.jpg | https://img.olx.com.br/images/30/304694629005838.jpg | https://img.olx.com.br/images/14/143669749986614.jpg | https://img.olx.com.br/images/92/922698265289766.jpg | https://img.olx.com.br/images/32/326603509335668.jpg | https://img.olx.com.br/images/85/857639503995519.jpg
"Loja à Venda, Tambauzinho - João Pessoa",https://pb.olx.com.br/paraiba/comercio-e-industria/loja-a-venda-tambauzinho-joao-pessoa-1485431129,233100.0,Loja,,João Pessoa,PB,58042-050,,,,,"Código do anúncio: 33264 LOJAS COMERCIAIS!!   Loja 101 - 35,86 - Sul/oeste R$ 233.100,00 ( Duzentos e trinta e três mil e cem reais )    Valor atualizado  Valor sujeito a alterações sem aviso prévio   Fale conosco por Ligação ou via WhatsApp : Pedro Soares Imoveis creci 799J   https://wa.me/ Acompanhe nossa redes sociais e fique por dentro de todas as novidades: Instagram: @pedrosoaresimoveis captação:  Sueli Barreto  Código do Anúncio: 5296_33264",https://img.olx.com.br/images/90/909655262520566.jpg | https://img.olx.com.br/images/17/175606389146393.jpg
Casa  Valentina - PRÓXIMA A FACULDADE DE MEDICINA FACENE,https://pb.olx.com.br/paraiba/imoveis/casa-valentina-proxima-a-faculdade-de-medicina-facene-1485431126,159000.0,Casa,,João Pessoa,PB,58067-635,2.0,,,63.0,"Código do anúncio: 35111 Casa  Valentina - PRÓXIMA A FACULDADE DE MEDICINA FACENE   Excelente oportunidade para morar ou investir em uma das regiões que mais crescem! Localizada no Valentina, a poucos metros da Faculdade de Medicina FACENE, ideal para quem trabalha ou estuda na região.    Detalhes do imóvel: * 02 Quartos (sendo 1 suíte) * Sala ampla para 2 ambientes * 63 m² de área construída * Terreno amplo medindo 10x22m (220m²) * Espaço ideal para ampliação, área gourmet ou garagem    Apenas R$ 159.000,00  Documentação inclusa  Aceitamos carro como parte do pagamento    Diferenciais da localização: * Próxima à Faculdade de Medicina FACENE * Região em constante valorização * Fácil acesso a transporte público * Próxima a comércios, mercados, farmácias e escolas * Excelente opção para moradia ou investimento para locação   Ótima oportunidade para sair do aluguel ou investir em um imóvel com alto potencial de valorização!   As informações e condições deste imóvel, estão sujeitos as alterações sem aviso prévio. PS Imóveis | CRECI 799-J Ligue agora e garanta:(83)9. ou (83)9.   CAP: Maria Clara  | CRECI 18216  Código do Anúncio: 5296_35111",https://img.olx.com.br/images/16/165660868548171.jpg | https://img.olx.com.br/images/47/475659503114523.jpg | https://img.olx.com.br/images/13/139617145579365.jpg | https://img.olx.com.br/images/55/558694143562101.jpg | https://img.olx.com.br/images/21/216627621506860.jpg | https://img.olx.com.br/images/59/597694504600442.jpg | https://img.olx.com.br/images/88/882680268324789.jpg | https://img.olx.com.br/images/25/253611264597238.jpg | https://img.olx.com.br/images/11/113643864321179.jpg | https://img.olx.com.br/images/93/936683385078817.jpg
LOTE A VENDA CONDOMINIO YES BANANA EM BANANEIRAS-PB,https://pb.olx.com.br/paraiba/terrenos/lote-a-venda-condominio-yes-banana-em-bananeiras-pb-1485431122,220000.0,Lote,,,,,,,,360.0,Código do anúncio: 33821 LOTE COM VISTA DEFINITIVA E PRIVILEGIADA A VENDA   CONDOMINIO YES BANANA MEDIDA 12X30 (360m²) VALOR 220miI   INFORMAÇÕES CIDA ARAÚJO CORRETORA CRECI-9436   Código do Anúncio: 5296_33821,https://img.olx.com.br/images/57/576611620742122.jpg
SALAS COMERCIAL À VENDA - TOUR GENEVE EMPRESARIAL,https://pb.olx.com.br/paraiba/comercio-e-industria/salas-comercial-venda-tour-geneve-empresarial-1485431029,432319.0,Sala,,João Pessoa,PB,58046-092,,,,32.0,"Código do anúncio: 34613 Salas Comerciais à Venda  Tour Genève Empresarial  TG 808 32 m² Com acabamento Condomínio: R$ 479,79  Venda: R$ 432.319,17  TG 809 35 m² Com acabamento Condomínio: R$ 491,96  Venda: R$ 475.174,96  TG 401 145 m² Com acabamento Condomínio: R$ 2.030,13  Venda: R$ 1.678.318,53  Localização privilegiada no Tour Genève Empresarial, ideal para empresas que buscam conforto, modernidade e excelente estrutura.   As informações e condições deste imóvel, estão sujeitos as alterações sem aviso prévio. Ligue agora e garanta:  ou .   CAP: Pedro Soares PS Imóveis | CRECI 799-J  Código do Anúncio: 5296_34613",https://img.olx.com.br/images/78/783649027807088.jpg | https://img.olx.com.br/images/84/848616269553968.jpg | https://img.olx.com.br/images/44/447611627768484.jpg | https://img.olx.com.br/images/25/258655387587752.jpg | https://img.olx.com.br/images/73/730662389038121.jpg | https://img.olx.com.br/images/37/375621148551266.jpg | https://img.olx.com.br/images/83/835682865530654.jpg | https://img.olx.com.br/images/57/573664020898281.jpg | https://img.olx.com.br/images/75/752696269348271.jpg
LOTE DE OPORTUNIDADE A VENDA LOTEAMENTO CHÃ DO CARMELO BANANEIRAS-PB,https://pb.olx.com.br/paraiba/terrenos/lote-de-oportunidade-a-venda-loteamento-cha-do-carmelo-bananeiras-pb-1485431036,50000.0,Lote,,,,,,,,299.0,"Código do anúncio: 34238 LOTE A VENDA LOTEAMENTO CHÃ DO CARMELO EM BANANEIRAS    LUZ E PAVIMENTO EM FRENTE AO CONDOMINIO VILLE VERTI,PROXIMO AO CONDOMINIO YES BANANA E POR TRAZ DO CONDOMINIO MONTE SINAI   MEDIDA 299M² 13X23,50 FRENTE SUL NASCENTE   VALOR 50K   INFORMAÇÕES   CIDA ARAÚJO CORRETORA CRECI-9436 /CAPTAÇÃO  Código do Anúncio: 5296_34238",https://img.olx.com.br/images/52/520610388420733.jpg | https://img.olx.com.br/images/71/717654502860997.jpg | https://img.olx.com.br/images/18/184684861389817.jpg
"Sítio com 4 quartos, Jacumã - Conde",https://pb.olx.com.br/paraiba/terrenos/sitio-com-4-quartos-jacuma-conde-1485431048,850000.0,Sítio,,,,,4.0,,,,"Código do anúncio: 33728 Granja de 4.000 hectares escriturado, registrado, georreferenciado, com plantas e levantamento atualizados, com todas as certidões negativas. Água própria e da CAGEPA, luz(com acendimento noturno automático), todos os tributos em dia.   2 casas, sendo a sede com 4 quartos, sala, cozinha, wc, e 1 outra para cazeiro. Piscina Campo de fultebol Poço   As infiormações e condições deste imóve, estã sujeitos as altrações sem aviso prévio. Ligue agoa e garanta  /     /     Cap. ANA REIS - CRECI 4748 F    Código do Anúncio: 5296_33728",https://img.olx.com.br/images/38/381606147279782.jpg | https://img.olx.com.br/images/32/320642141288676.jpg | https://img.olx.com.br/images/98/988609742639773.jpg | https://img.olx.com.br/images/20/207626144674521.jpg | https://img.olx.com.br/images/20/209659384141601.jpg | https://img.olx.com.br/images/22/222624141456805.jpg | https://img.olx.com.br/images/10/107651505149700.jpg | https://img.olx.com.br/images/99/990666861640141.jpg | https://img.olx.com.br/images/35/351661148968716.jpg | https://img.olx.com.br/images/90/908636506844421.jpg | https://img.olx.com.br/images/84/849635502807147.jpg | https://img.olx.com.br/images/82/827682380297377.jpg
Casa de Alto Padrão em Condomínio Fechado  Bananeiras/PB,https://pb.olx.com.br/paraiba/imoveis/casa-de-alto-padrao-em-condominio-fechado-bananeiras-pb-1485431051,650000.0,Casa,,Bananeiras,PB,58220-000,4.0,,,183.0,"Código do anúncio: 34838 Casa de Alto Padrão em Condomínio Fechado  Bananeiras/PB   Casa moderna e super aconchegante, ideal para quem busca conforto, segurança e qualidade de vida na serra!    Área construída: 183 m²  4 suítes espaçosas  DCE completa  Cozinha projetada  Móveis planejados na lavanderia  Móveis nos banheiros  Sofá incluso  Valor do imóvel: R$ 650.000,00  Condomínio: R$ 270,00   Uma excelente oportunidade em Bananeiras  pronta para morar e com ótimo custo-benefício!   As informações e condições deste imóvel, estão sujeitos as alterações sem aviso prévio. Ligue agora e garanta:(83)9. ou (83)9. PS Imóveis | CRECI 799-J   CAP:Ana Reis  CRECI 4748  Código do Anúncio: 5296_34838",https://img.olx.com.br/images/12/124698026565052.jpg | https://img.olx.com.br/images/63/638681383360696.jpg | https://img.olx.com.br/images/17/175631385925497.jpg | https://img.olx.com.br/images/75/756655381891445.jpg | https://img.olx.com.br/images/17/173617145562948.jpg | https://img.olx.com.br/images/84/842637863762188.jpg | https://img.olx.com.br/images/80/804675740362302.jpg | https://img.olx.com.br/images/19/194683623454688.jpg | https://img.olx.com.br/images/85/852637140264644.jpg | https://img.olx.com.br/images/88/886622749493739.jpg | https://img.olx.com.br/images/54/541689140344266.jpg | https://img.olx.com.br/images/94/940664749249196.jpg | https://img.olx.com.br/images/95/951606261928229.jpg | https://img.olx.com.br/images/11/118627743896953.jpg
CASA A VENDA OPORTUNIDADE CIDADE DE AREIA-PB,https://pb.olx.com.br/paraiba/imoveis/casa-a-venda-oportunidade-cidade-de-areia-pb-1485431055,590000.0,Casa,,Areia,PB,58397-000,,,,200.0,"Código do anúncio: 34837 Casa com 200m² de Área construída, confira tudo que essa casa tem:   **Pavimento térreo: Jardim Terraço Garagem Beco lateral Quintal Sala de estar Sala de jantar Pergolado Lavabo Copa/cozinha Despensa Área de serviço Dependência com banheiro Porão para depósito   **Pavimento superior: Quarto social Suíte reversível Banheiro social Suíte mester com varanda   **Acabamentos: - Portão automático em alumínio com textura amadeirado.  - Cerâmica 45x45 branco esmaltado tipo A da Eliane. - Bancadas em granito Verde Brasil. - Porta social em jatobá. - Esquadrias/janelas em alumínio anodizado na cor preta. - Madeiramento em cupiúba-rosa. - Telhas tipo americana da marca simonassi. - Paredes emassadas e pintadas. - Caixa d'água com 3.000L.   **A casa pode ser adquirida através de financiamento bancário da CAIXA ECONÔMICA FEDERAL. valor :R$ 590.000,00   As informações e condições deste imóvel, estão sujeitos as alterações sem aviso prévio. Ligue agora e garanta:  ou .PS Imóveis | CRECI 799-J   Cap: Cida Araújo corretora CRECI 9436 PS   Código do Anúncio: 5296_34837",https://img.olx.com.br/images/92/924678620619022.jpg | https://img.olx.com.br/images/19/190683742302376.jpg | https://img.olx.com.br/images/81/811630741009747.jpg | https://img.olx.com.br/images/30/307650143745516.jpg | https://img.olx.com.br/images/87/876645743723902.jpg | https://img.olx.com.br/images/33/331622505585927.jpg | https://img.olx.com.br/images/64/643603505610215.jpg | https://img.olx.com.br/images/31/319607389244827.jpg | https://img.olx.com.br/images/87/877652502750122.jpg | https://img.olx.com.br/images/93/933661143223756.jpg | https://img.olx.com.br/images/72/720675502426213.jpg | https://img.olx.com.br/images/81/813658382161015.jpg | https://img.olx.com.br/images/92/923633146914553.jpg | https://img.olx.com.br/images/89/891632861372088.jpg | https://img.olx.com.br/images/80/801698626590964.jpg | https://img.olx.com.br/images/33/336680746265423.jpg | https://img.olx.com.br/images/82/825692026176664.jpg | https://img.olx.com.br/images/62/621664622698633.jpg | https://img.olx.com.br/images/98/989604384313198.jpg | https://img.olx.com.br/images/18/182673142178090.jpg
